AcYr,FrisYr,Sess,Dept,Sect,Course,Msec,Rel1,Rel2,Cap,MarkCal,Activity,Class Day,Start,Finish,U/G,Disc Date
2025,2025-2026,Winter,ECE,ENGR233/4-R RA 2,ENGR233,,R RA,2,50,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-R RB 2,ENGR233,,R RB,2,50,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-R RC 2,ENGR233,,R RC,2,50,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-U UA 5,ENGR233,,U UA,5,50,1.2 attibute: 0.15,TUT-Tutorial,M------,09:50,11:30,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-U UB 5,ENGR233,,U UB,5,50,1.2 attibute: 0.15,TUT-Tutorial,M------,13:15,14:55,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR233/4-U UC 5,ENGR233,,U UC,5,50,1.2 attibute: 0.15,TUT-Tutorial,M------,09:50,11:30,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-N NX 44,ENGR290,,N NX,44,30,1.2 attibute: 0.15,TUT-Tutorial,M------,09:50,11:30,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-N NY 44,ENGR290,,N NY,44,30,1.2 attibute: 0.15,TUT-Tutorial,--W----,17:45,18:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-U UA 1,ENGR290,,U UA,1,30,1.2 attibute: 0.15,TUT-Tutorial,M------,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR290/4-U UB 1,ENGR290,,U UB,1,30,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,16:25,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUA 2,ENGR371,,UUUA,2,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUB 2,ENGR371,,UUUB,2,35,1.2 attibute: 0.15,TUT-Tutorial,M------,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUC 2,ENGR371,,UUUC,2,35,1.2 attibute: 0.15,TUT-Tutorial,M------,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-UUUD 2,ENGR371,,UUUD,2,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,14:45,15:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WA 3,ENGR371,,W WA,3,35,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WB 3,ENGR371,,W WB,3,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WC 3,ENGR371,,W WC,3,35,1.2 attibute: 0.15,TUT-Tutorial,----F--,08:45,09:35,U,2026-03-23
2025,2025-2026,Winter,ECE,ENGR371/4-W WD 3,ENGR371,,W WD,3,35,1.2 attibute: 0.15,TUT-Tutorial,--W----,08:45,09:35,U,2026-03-23
